BASIN,POINTS,ID,NAME,SCENARIO,WYIELD,EROSION,N,P
12_BASE,4774,12,Tlaltetela_Pinillos,BASE,111.36,0.00,0.00,0.00
12_BASE,4775,12,Tlaltetela_Pinillos,BASE,0.00,0.00,0.00,0.00
12_BASE,4776,12,Tlaltetela_Pinillos,BASE,692.81,8.75,0.00,0.00
12_BASE,4777,12,Tlaltetela_Pinillos,BASE,533.84,0.37,0.32,0.13
12_BASE,4778,12,Tlaltetela_Pinillos,BASE,669.36,5.94,0.00,0.00
12_BASE,4779,12,Tlaltetela_Pinillos,BASE,779.65,0.23,0.57,0.23
12_BASE,4780,12,Tlaltetela_Pinillos,BASE,723.21,0.86,0.00,0.00
12_BASE,4781,12,Tlaltetela_Pinillos,BASE,732.22,0.00,0.00,0.00
12_BASE,4782,12,Tlaltetela_Pinillos,BASE,627.46,0.00,0.00,0.00
12_BASE,4783,12,Tlaltetela_Pinillos,BASE,784.65,5.34,1.33,0.54
12_BASE,4784,12,Tlaltetela_Pinillos,BASE,794.99,5.82,0.00,0.00
12_BASE,4785,12,Tlaltetela_Pinillos,BASE,533.84,6.04,0.38,0.15
12_BASE,4786,12,Tlaltetela_Pinillos,BASE,421.40,7.86,0.00,0.00
12_BASE,4787,12,Tlaltetela_Pinillos,BASE,789.09,1.41,1.01,0.41
12_BASE,4788,12,Tlaltetela_Pinillos,BASE,801.77,1.46,0.93,0.38
12_BASE,4789,12,Tlaltetela_Pinillos,BASE,751.86,29.66,0.00,0.00
12_BASE,4790,12,Tlaltetela_Pinillos,BASE,624.54,0.54,0.00,0.00
12_BASE,4791,12,Tlaltetela_Pinillos,BASE,795.47,0.94,0.58,0.23
12_BASE,4792,12,Tlaltetela_Pinillos,BASE,295.50,5.89,0.00,0.00
12_BASE,4793,12,Tlaltetela_Pinillos,BASE,687.23,4.42,0.28,0.11
12_BASE,4794,12,Tlaltetela_Pinillos,BASE,603.09,3.11,1.33,0.53
12_BASE,4795,12,Tlaltetela_Pinillos,BASE,624.54,0.00,0.00,0.00
12_BASE,4796,12,Tlaltetela_Pinillos,BASE,801.77,16.34,1.22,0.49
12_BASE,4797,12,Tlaltetela_Pinillos,BASE,262.24,0.00,0.00,0.00
12_BASE,4798,12,Tlaltetela_Pinillos,BASE,642.22,10.58,0.00,0.00
12_BASE,4799,12,Tlaltetela_Pinillos,BASE,805.84,11.70,0.28,0.11
12_BASE,4800,12,Tlaltetela_Pinillos,BASE,616.28,0.07,0.16,0.06
12_BASE,4801,12,Tlaltetela_Pinillos,BASE,848.24,0.71,0.00,0.00
12_BASE,4802,12,Tlaltetela_Pinillos,BASE,692.81,29.16,0.00,0.00
12_BASE,4803,12,Tlaltetela_Pinillos,BASE,797.33,0.57,0.78,0.31
12_BASE,4804,12,Tlaltetela_Pinillos,BASE,795.47,2.58,0.64,0.26
12_BASE,4805,12,Tlaltetela_Pinillos,BASE,340.51,8.20,0.33,0.13
12_BASE,4806,12,Tlaltetela_Pinillos,BASE,670.98,0.79,1.38,0.56
12_BASE,4807,12,Tlaltetela_Pinillos,BASE,377.80,3.56,0.28,0.11
12_BASE,4808,12,Tlaltetela_Pinillos,BASE,627.46,0.62,0.00,0.00
12_BASE,4809,12,Tlaltetela_Pinillos,BASE,817.27,2.49,0.83,0.34
12_BASE,4810,12,Tlaltetela_Pinillos,BASE,683.40,0.15,0.00,0.00
12_BASE,4811,12,Tlaltetela_Pinillos,BASE,564.75,1.04,0.23,0.09
12_BASE,4812,12,Tlaltetela_Pinillos,BASE,679.41,2.45,0.00,0.00
12_BASE,4813,12,Tlaltetela_Pinillos,BASE,363.57,0.03,0.00,0.00
12_BASE,4814,12,Tlaltetela_Pinillos,BASE,739.26,0.27,0.89,0.36
12_BASE,4815,12,Tlaltetela_Pinillos,BASE,382.00,0.08,0.00,0.00
12_BASE,4816,12,Tlaltetela_Pinillos,BASE,673.24,5.08,1.26,0.51
12_BASE,4817,12,Tlaltetela_Pinillos,BASE,482.22,5.97,2.70,1.09
12_BASE,4818,12,Tlaltetela_Pinillos,BASE,801.77,0.94,0.90,0.36
12_BASE,4819,12,Tlaltetela_Pinillos,BASE,779.65,1.11,2.94,1.19
12_BASE,4820,12,Tlaltetela_Pinillos,BASE,380.21,4.46,0.00,0.00
12_BASE,4821,12,Tlaltetela_Pinillos,BASE,796.90,6.52,0.34,0.14
12_BASE,4822,12,Tlaltetela_Pinillos,BASE,817.27,3.37,0.33,0.13
12_BASE,4823,12,Tlaltetela_Pinillos,BASE,438.78,0.00,0.00,0.00
12_BASE,4824,12,Tlaltetela_Pinillos,BASE,789.32,1.06,0.90,0.36
12_BASE,4825,12,Tlaltetela_Pinillos,BASE,673.44,1.12,0.00,0.00
12_BASE,4826,12,Tlaltetela_Pinillos,BASE,798.27,5.10,0.31,0.12
12_BASE,4827,12,Tlaltetela_Pinillos,BASE,692.81,0.00,0.00,0.00
12_BASE,4828,12,Tlaltetela_Pinillos,BASE,616.28,4.99,0.24,0.10
12_BASE,4829,12,Tlaltetela_Pinillos,BASE,692.92,0.13,0.00,0.00
12_BASE,4830,12,Tlaltetela_Pinillos,BASE,415.70,0.03,0.00,0.00
12_BASE,4831,12,Tlaltetela_Pinillos,BASE,244.03,0.25,0.00,0.00
12_BASE,4832,12,Tlaltetela_Pinillos,BASE,732.22,0.06,0.00,0.00
12_BASE,4833,12,Tlaltetela_Pinillos,BASE,760.86,0.00,3.37,1.36
12_BASE,4834,12,Tlaltetela_Pinillos,BASE,789.09,15.04,1.26,0.51
12_BASE,4835,12,Tlaltetela_Pinillos,BASE,295.81,0.00,0.20,0.08
12_BASE,4836,12,Tlaltetela_Pinillos,BASE,393.25,0.23,0.00,0.00
12_BASE,4837,12,Tlaltetela_Pinillos,BASE,796.90,5.75,0.62,0.25
12_BASE,4838,12,Tlaltetela_Pinillos,BASE,687.23,0.10,0.27,0.11
12_BASE,4839,12,Tlaltetela_Pinillos,BASE,732.22,2.90,0.63,0.26
12_BASE,4840,12,Tlaltetela_Pinillos,BASE,308.91,44.85,0.67,0.27
12_BASE,4841,12,Tlaltetela_Pinillos,BASE,595.15,0.77,0.00,0.00
12_BASE,4842,12,Tlaltetela_Pinillos,BASE,343.09,0.01,0.00,0.00
12_BASE,4843,12,Tlaltetela_Pinillos,BASE,679.41,12.32,0.00,0.00
12_BASE,4844,12,Tlaltetela_Pinillos,BASE,796.74,7.71,1.45,0.59
12_BASE,4845,12,Tlaltetela_Pinillos,BASE,498.08,17.03,1.39,0.56
12_BASE,4846,12,Tlaltetela_Pinillos,BASE,732.22,11.40,0.00,0.00
12_BASE,4847,12,Tlaltetela_Pinillos,BASE,679.64,0.25,0.00,0.00
12_BASE,4848,12,Tlaltetela_Pinillos,BASE,911.75,5.37,0.02,0.02
12_BASE,4849,12,Tlaltetela_Pinillos,BASE,683.61,0.00,0.00,0.00
12_BASE,4850,12,Tlaltetela_Pinillos,BASE,536.19,2.53,0.00,0.00
12_BASE,4851,12,Tlaltetela_Pinillos,BASE,690.02,0.14,0.00,0.00
12_BASE,4852,12,Tlaltetela_Pinillos,BASE,438.78,0.07,0.00,0.00
12_BASE,4853,12,Tlaltetela_Pinillos,BASE,568.56,7.85,0.00,0.00
12_BASE,4854,12,Tlaltetela_Pinillos,BASE,161.30,0.00,0.01,0.01
12_BASE,4855,12,Tlaltetela_Pinillos,BASE,868.99,3.64,0.00,0.00
12_BASE,4856,12,Tlaltetela_Pinillos,BASE,498.08,13.35,1.36,0.55
12_BASE,4857,12,Tlaltetela_Pinillos,BASE,280.27,1.38,0.01,0.01
12_BASE,4858,12,Tlaltetela_Pinillos,BASE,624.54,2.49,0.00,0.00
12_BASE,4859,12,Tlaltetela_Pinillos,BASE,333.49,0.00,0.00,0.00
12_BASE,4860,12,Tlaltetela_Pinillos,BASE,409.21,0.00,0.00,0.00
12_BASE,4861,12,Tlaltetela_Pinillos,BASE,692.81,0.47,0.00,0.00
12_BASE,4862,12,Tlaltetela_Pinillos,BASE,388.73,0.96,0.00,0.00
12_BASE,4863,12,Tlaltetela_Pinillos,BASE,789.32,284.17,1.37,0.55
12_BASE,4864,12,Tlaltetela_Pinillos,BASE,708.40,0.04,0.17,0.07
12_BASE,4865,12,Tlaltetela_Pinillos,BASE,363.16,10.41,0.60,0.24
12_BASE,4866,12,Tlaltetela_Pinillos,BASE,817.27,0.97,0.32,0.13
12_BASE,4867,12,Tlaltetela_Pinillos,BASE,628.28,0.01,0.00,0.00
12_BASE,4868,12,Tlaltetela_Pinillos,BASE,779.65,8.45,1.83,0.74
12_BASE,4869,12,Tlaltetela_Pinillos,BASE,678.63,7.56,0.00,0.00
12_BASE,4870,12,Tlaltetela_Pinillos,BASE,687.23,5.23,0.28,0.11
12_BASE,4871,12,Tlaltetela_Pinillos,BASE,608.88,0.24,0.00,0.00
12_BASE,4872,12,Tlaltetela_Pinillos,BASE,482.22,3.67,0.25,0.10
12_BASE,4873,12,Tlaltetela_Pinillos,BASE,524.84,1.75,0.00,0.00
12_BASE,4874,12,Tlaltetela_Pinillos,BASE,498.08,21.48,0.86,0.35
12_BASE,4875,12,Tlaltetela_Pinillos,BASE,500.88,24.64,0.00,0.00
12_BASE,4876,12,Tlaltetela_Pinillos,BASE,308.06,3.13,0.00,0.00
12_BASE,4877,12,Tlaltetela_Pinillos,BASE,723.21,3.71,0.00,0.00
12_BASE,4878,12,Tlaltetela_Pinillos,BASE,394.87,0.65,0.32,0.13
12_BASE,4879,12,Tlaltetela_Pinillos,BASE,501.48,13.07,1.26,0.51
12_BASE,4880,12,Tlaltetela_Pinillos,BASE,692.81,0.52,0.00,0.00
12_BASE,4881,12,Tlaltetela_Pinillos,BASE,603.09,2.12,1.12,0.45
12_BASE,4882,12,Tlaltetela_Pinillos,BASE,679.41,1.39,0.00,0.00
13_BASE,4883,13,XALAPA,BASE,408.83,0.28,0.55,0.22
13_BASE,4884,13,XALAPA,BASE,391.38,2.52,1.63,0.66
13_BASE,4885,13,XALAPA,BASE,287.92,0.46,0.29,0.12
13_BASE,4886,13,XALAPA,BASE,361.60,0.20,0.30,0.12
13_BASE,4887,13,XALAPA,BASE,363.19,4.66,0.22,0.09
13_BASE,4888,13,XALAPA,BASE,413.45,10.71,1.98,0.83
13_BASE,4889,13,XALAPA,BASE,391.38,0.00,0.30,0.12
13_BASE,4890,13,XALAPA,BASE,1209.36,0.00,0.38,0.10
13_BASE,4891,13,XALAPA,BASE,394.85,13.42,1.19,0.48
13_BASE,4892,13,XALAPA,BASE,418.01,1.11,0.25,0.10
13_BASE,4893,13,XALAPA,BASE,414.98,11.25,1.25,0.50
13_BASE,4894,13,XALAPA,BASE,823.11,6.32,0.01,0.01
13_BASE,4895,13,XALAPA,BASE,1287.96,0.01,0.10,0.03
13_BASE,4896,13,XALAPA,BASE,427.58,0.62,0.92,0.39
13_BASE,4897,13,XALAPA,BASE,1194.87,0.03,0.19,0.05
13_BASE,4898,13,XALAPA,BASE,233.43,2.36,0.30,0.12
13_BASE,4899,13,XALAPA,BASE,765.75,0.09,0.00,0.00
13_BASE,4900,13,XALAPA,BASE,189.89,0.32,0.00,0.00
13_BASE,4901,13,XALAPA,BASE,429.86,0.44,0.00,0.00
13_BASE,4902,13,XALAPA,BASE,419.86,0.19,0.00,0.00
13_BASE,4903,13,XALAPA,BASE,184.09,0.73,0.00,0.00
13_BASE,4904,13,XALAPA,BASE,419.86,0.00,0.00,0.00
13_BASE,4905,13,XALAPA,BASE,364.27,41.91,0.37,0.15
13_BASE,4906,13,XALAPA,BASE,765.75,0.17,0.00,0.00
13_BASE,4907,13,XALAPA,BASE,677.36,5.47,0.00,0.00
13_BASE,4908,13,XALAPA,BASE,456.89,0.20,0.00,0.00
13_BASE,4909,13,XALAPA,BASE,1307.76,0.02,0.07,0.02
13_BASE,4910,13,XALAPA,BASE,344.97,0.06,0.98,0.40
13_BASE,4911,13,XALAPA,BASE,1217.43,1.07,0.24,0.06
13_BASE,4912,13,XALAPA,BASE,1212.33,0.00,0.40,0.10
13_BASE,4913,13,XALAPA,BASE,408.18,0.17,0.00,0.00
13_BASE,4914,13,XALAPA,BASE,441.55,0.29,0.00,0.00
13_BASE,4915,13,XALAPA,BASE,913.77,3.64,0.22,0.11
13_BASE,4916,13,XALAPA,BASE,456.63,0.07,0.00,0.00
13_BASE,4917,13,XALAPA,BASE,562.18,0.11,0.00,0.00
13_BASE,4918,13,XALAPA,BASE,414.52,0.22,0.08,0.02
13_BASE,4919,13,XALAPA,BASE,469.97,0.71,2.51,1.05
13_BASE,4920,13,XALAPA,BASE,554.12,0.20,0.00,0.00
13_BASE,4921,13,XALAPA,BASE,409.95,0.05,0.00,0.00
13_BASE,4922,13,XALAPA,BASE,370.74,0.00,1.11,0.45
13_BASE,4923,13,XALAPA,BASE,346.94,3.05,0.99,0.40
13_BASE,4924,13,XALAPA,BASE,350.40,0.04,0.00,0.00
13_BASE,4925,13,XALAPA,BASE,396.84,0.01,0.00,0.00
13_BASE,4926,13,XALAPA,BASE,750.66,0.24,0.00,0.00
13_BASE,4927,13,XALAPA,BASE,1234.25,0.15,0.38,0.15
13_BASE,4928,13,XALAPA,BASE,1209.36,0.00,0.42,0.10
13_BASE,4929,13,XALAPA,BASE,686.96,5.06,0.22,0.09
13_BASE,4930,13,XALAPA,BASE,1209.36,0.00,0.31,0.08
13_BASE,4931,13,XALAPA,BASE,1242.03,0.19,0.13,0.03
13_BASE,4932,13,XALAPA,BASE,349.02,0.88,0.45,0.18
13_BASE,4933,13,XALAPA,BASE,422.37,0.04,0.00,0.00
13_BASE,4934,13,XALAPA,BASE,469.20,0.00,0.00,0.00
13_BASE,4935,13,XALAPA,BASE,377.04,0.03,0.11,0.03
13_BASE,4936,13,XALAPA,BASE,1212.43,0.15,0.31,0.08
13_BASE,4937,13,XALAPA,BASE,1227.80,0.16,0.09,0.02
13_BASE,4938,13,XALAPA,BASE,379.82,0.16,0.16,0.06
13_BASE,4939,13,XALAPA,BASE,321.24,0.09,0.20,0.08
13_BASE,4940,13,XALAPA,BASE,716.76,0.77,0.00,0.00
13_BASE,4941,13,XALAPA,BASE,1132.31,0.00,0.00,0.00
13_BASE,4942,13,XALAPA,BASE,642.29,17.33,0.00,0.00
13_BASE,4943,13,XALAPA,BASE,377.37,0.07,0.00,0.00
13_BASE,4944,13,XALAPA,BASE,717.87,0.43,0.00,0.00
13_BASE,4945,13,XALAPA,BASE,364.27,0.07,0.35,0.14
13_BASE,4946,13,XALAPA,BASE,206.24,0.04,0.00,0.00
13_BASE,4947,13,XALAPA,BASE,269.93,0.21,0.21,0.09
13_BASE,4948,13,XALAPA,BASE,451.74,0.12,0.00,0.00
13_BASE,4949,13,XALAPA,BASE,705.21,0.43,0.00,0.00
13_BASE,4950,13,XALAPA,BASE,388.68,0.00,0.00,0.00
13_BASE,4951,13,XALAPA,BASE,1188.22,2.62,0.33,0.08
13_BASE,4952,13,XALAPA,BASE,480.88,0.09,0.05,0.01
13_BASE,4953,13,XALAPA,BASE,416.56,0.08,0.67,0.27
13_BASE,4954,13,XALAPA,BASE,418.01,1.64,0.56,0.22
13_BASE,4955,13,XALAPA,BASE,389.71,0.72,1.28,0.52
13_BASE,4956,13,XALAPA,BASE,1242.03,0.16,0.28,0.07
13_BASE,4957,13,XALAPA,BASE,389.38,0.05,0.00,0.00
13_BASE,4958,13,XALAPA,BASE,394.13,0.82,1.08,0.44
13_BASE,4959,13,XALAPA,BASE,377.37,0.64,0.87,0.35
13_BASE,4960,13,XALAPA,BASE,365.44,44.12,0.57,0.23
13_BASE,4961,13,XALAPA,BASE,654.44,6.19,0.48,0.19
13_BASE,4962,13,XALAPA,BASE,1194.87,0.39,0.05,0.01
13_BASE,4963,13,XALAPA,BASE,269.94,1.17,1.09,0.44
13_BASE,4964,13,XALAPA,BASE,1217.43,1.81,0.23,0.06
13_BASE,4965,13,XALAPA,BASE,377.62,6.01,1.74,0.70
13_BASE,4966,13,XALAPA,BASE,1194.87,0.00,0.04,0.01
13_BASE,4967,13,XALAPA,BASE,437.97,0.25,0.33,0.08
13_BASE,4968,13,XALAPA,BASE,364.42,0.05,0.54,0.22
13_BASE,4969,13,XALAPA,BASE,335.60,4.50,0.62,0.25
13_BASE,4970,13,XALAPA,BASE,397.95,0.03,0.00,0.00
13_BASE,4971,13,XALAPA,BASE,1175.32,0.00,0.45,0.11
13_BASE,4972,13,XALAPA,BASE,457.28,0.04,0.00,0.00
13_BASE,4973,13,XALAPA,BASE,397.48,0.08,0.45,0.18
13_BASE,4974,13,XALAPA,BASE,1243.08,3.71,0.48,0.12
13_BASE,4975,13,XALAPA,BASE,218.51,0.01,0.00,0.00
13_BASE,4976,13,XALAPA,BASE,1374.90,0.20,0.11,0.03
13_BASE,4977,13,XALAPA,BASE,677.36,11.16,0.00,0.00
13_BASE,4978,13,XALAPA,BASE,339.51,2.61,0.57,0.23
13_BASE,4979,13,XALAPA,BASE,448.37,0.01,0.00,0.00
13_BASE,4980,13,XALAPA,BASE,335.60,15.87,0.14,0.06
13_BASE,4981,13,XALAPA,BASE,269.93,0.46,0.81,0.33
13_BASE,4982,13,XALAPA,BASE,413.45,2.64,3.45,1.45
13_BASE,4983,13,XALAPA,BASE,408.83,0.20,0.85,0.34
13_BASE,4984,13,XALAPA,BASE,494.13,0.01,0.00,0.00
13_BASE,4985,13,XALAPA,BASE,339.51,2.59,0.63,0.25
13_BASE,4986,13,XALAPA,BASE,1160.65,0.01,0.10,0.03
13_BASE,4987,13,XALAPA,BASE,414.98,1.25,1.25,0.51
13_BASE,4988,13,XALAPA,BASE,361.60,0.95,0.16,0.07
13_BASE,4989,13,XALAPA,BASE,404.61,0.69,0.00,0.00
13_BASE,4990,13,XALAPA,BASE,716.76,0.09,0.00,0.00
13_BASE,4991,13,XALAPA,BASE,1266.73,6.18,0.35,0.09
13_BASE,4992,13,XALAPA,BASE,189.82,0.35,0.00,0.00
13_BASE,4993,13,XALAPA,BASE,218.51,0.37,0.00,0.00
13_BASE,4994,13,XALAPA,BASE,421.95,5.02,0.74,0.30
13_BASE,4995,13,XALAPA,BASE,418.01,0.75,0.32,0.13
13_BASE,4996,13,XALAPA,BASE,364.27,3.75,0.17,0.07
13_BASE,4997,13,XALAPA,BASE,1217.43,13.95,0.17,0.04
13_BASE,4998,13,XALAPA,BASE,422.33,0.04,0.39,0.16
13_BASE,4999,13,XALAPA,BASE,352.73,2.01,0.83,0.33
13_BASE,5000,13,XALAPA,BASE,471.60,0.54,0.00,0.00
13_BASE,5001,13,XALAPA,BASE,1319.43,0.38,0.49,0.12
13_BASE,5002,13,XALAPA,BASE,1194.43,1.74,0.05,0.01
13_BASE,5003,13,XALAPA,BASE,233.01,0.51,0.19,0.08
13_BASE,5004,13,XALAPA,BASE,703.85,4.21,2.72,1.14
13_BASE,5005,13,XALAPA,BASE,389.38,0.04,0.00,0.00
13_BASE,5006,13,XALAPA,BASE,402.36,0.00,0.00,0.00
13_BASE,5007,13,XALAPA,BASE,1278.80,0.46,0.09,0.02
13_BASE,5008,13,XALAPA,BASE,427.04,0.05,0.00,0.00
13_BASE,5009,13,XALAPA,BASE,705.21,0.46,0.00,0.00
13_BASE,5010,13,XALAPA,BASE,397.39,0.04,0.00,0.00
13_BASE,5011,13,XALAPA,BASE,402.36,0.01,0.84,0.34
13_BASE,5012,13,XALAPA,BASE,461.20,0.01,0.00,0.00
13_BASE,5013,13,XALAPA,BASE,379.82,0.75,0.08,0.03
13_BASE,5014,13,XALAPA,BASE,1245.54,0.00,0.29,0.07
13_BASE,5015,13,XALAPA,BASE,383.15,3.92,0.19,0.08
13_BASE,5016,13,XALAPA,BASE,218.51,1.31,0.00,0.00
13_BASE,5017,13,XALAPA,BASE,750.66,0.12,0.00,0.00
13_BASE,5018,13,XALAPA,BASE,397.39,0.11,0.07,0.02
13_BASE,5019,13,XALAPA,BASE,377.04,0.17,0.29,0.12
13_BASE,5020,13,XALAPA,BASE,383.18,9.06,1.03,0.41
13_BASE,5021,13,XALAPA,BASE,339.51,0.62,0.65,0.26
13_BASE,5022,13,XALAPA,BASE,359.76,0.78,1.30,0.53
13_BASE,5023,13,XALAPA,BASE,414.82,0.08,0.52,0.21
13_BASE,5024,13,XALAPA,BASE,716.76,2.30,0.00,0.00
13_BASE,5025,13,XALAPA,BASE,377.04,0.38,0.26,0.10
13_BASE,5026,13,XALAPA,BASE,397.66,1.88,1.26,0.51
13_BASE,5027,13,XALAPA,BASE,1251.06,0.34,0.16,0.04
13_BASE,5028,13,XALAPA,BASE,394.85,5.82,0.74,0.30
13_BASE,5029,13,XALAPA,BASE,705.39,1.48,0.00,0.00
13_BASE,5030,13,XALAPA,BASE,194.72,0.34,0.00,0.00
13_BASE,5031,13,XALAPA,BASE,377.04,0.03,0.25,0.10
13_BASE,5032,13,XALAPA,BASE,402.52,1.47,0.00,0.00
13_BASE,5033,13,XALAPA,BASE,361.60,0.91,0.81,0.33
13_BASE,5034,13,XALAPA,BASE,215.48,0.09,0.15,0.06
13_BASE,5035,13,XALAPA,BASE,1245.54,0.00,0.21,0.05
13_BASE,5036,13,XALAPA,BASE,404.91,0.73,0.35,0.14
13_BASE,5037,13,XALAPA,BASE,194.72,0.04,0.00,0.00
13_BASE,5038,13,XALAPA,BASE,408.83,0.02,0.27,0.11
13_BASE,5039,13,XALAPA,BASE,1194.43,0.79,0.07,0.02
13_BASE,5040,13,XALAPA,BASE,560.43,1.63,0.00,0.00
13_BASE,5041,13,XALAPA,BASE,461.20,0.03,0.00,0.00
13_BASE,5042,13,XALAPA,BASE,395.88,0.64,1.18,0.48
13_BASE,5043,13,XALAPA,BASE,1319.43,0.25,0.16,0.04
13_BASE,5044,13,XALAPA,BASE,391.38,0.55,0.44,0.18
13_BASE,5045,13,XALAPA,BASE,667.23,0.92,0.00,0.00
13_BASE,5046,13,XALAPA,BASE,1283.38,0.05,0.13,0.03
13_BASE,5047,13,XALAPA,BASE,367.02,1.62,0.78,0.31
13_BASE,5048,13,XALAPA,BASE,408.83,0.02,0.43,0.17
13_BASE,5049,13,XALAPA,BASE,178.38,5.67,0.24,0.10
13_BASE,5050,13,XALAPA,BASE,367.02,0.00,0.00,0.00
13_BASE,5051,13,XALAPA,BASE,379.82,0.10,0.15,0.06
13_BASE,5052,13,XALAPA,BASE,517.05,3.41,0.00,0.00
13_BASE,5053,13,XALAPA,BASE,266.66,0.01,0.00,0.00
13_BASE,5054,13,XALAPA,BASE,1228.68,0.00,0.00,0.00
13_BASE,5055,13,XALAPA,BASE,686.96,10.29,0.22,0.09
13_BASE,5056,13,XALAPA,BASE,716.76,0.44,0.00,0.00
13_BASE,5057,13,XALAPA,BASE,517.70,0.39,0.00,0.00
13_BASE,5058,13,XALAPA,BASE,541.62,0.31,0.00,0.00
13_BASE,5059,13,XALAPA,BASE,1326.02,0.10,0.18,0.05
13_BASE,5060,13,XALAPA,BASE,360.25,0.83,0.21,0.09
13_BASE,5061,13,XALAPA,BASE,1165.85,0.00,0.27,0.07
13_BASE,5062,13,XALAPA,BASE,257.79,0.02,0.17,0.07
13_BASE,5063,13,XALAPA,BASE,560.09,0.08,0.00,0.00
13_BASE,5064,13,XALAPA,BASE,1175.32,0.88,0.27,0.07
13_BASE,5065,13,XALAPA,BASE,823.11,1.14,0.00,0.00
13_BASE,5066,13,XALAPA,BASE,1217.43,0.57,0.26,0.06
13_BASE,5067,13,XALAPA,BASE,395.88,1.06,0.47,0.19
13_BASE,5068,13,XALAPA,BASE,765.75,0.48,0.00,0.00
13_BASE,5069,13,XALAPA,BASE,390.93,0.00,0.00,0.00
13_BASE,5070,13,XALAPA,BASE,429.86,0.43,0.00,0.00
13_BASE,5071,13,XALAPA,BASE,269.94,0.60,1.10,0.44
13_BASE,5072,13,XALAPA,BASE,1160.65,0.00,0.33,0.08
13_BASE,5073,13,XALAPA,BASE,448.37,0.06,0.00,0.00
13_BASE,5074,13,XALAPA,BASE,370.74,5.53,0.86,0.35
13_BASE,5075,13,XALAPA,BASE,206.24,0.09,0.00,0.00
13_BASE,5076,13,XALAPA,BASE,519.43,1.78,0.93,0.39
13_BASE,5077,13,XALAPA,BASE,481.57,0.14,0.00,0.00
13_BASE,5078,13,XALAPA,BASE,1356.30,0.00,0.59,0.15
13_BASE,5079,13,XALAPA,BASE,1260.88,0.77,0.08,0.02
13_BASE,5080,13,XALAPA,BASE,1175.32,0.41,0.32,0.08
13_BASE,5081,13,XALAPA,BASE,349.06,4.79,0.74,0.30
13_BASE,5082,13,XALAPA,BASE,239.21,1.04,0.24,0.10
13_BASE,5083,13,XALAPA,BASE,1160.65,0.01,0.08,0.02
13_BASE,5084,13,XALAPA,BASE,464.32,0.19,0.00,0.00
13_BASE,5085,13,XALAPA,BASE,1181.86,11.25,0.22,0.05
13_BASE,5086,13,XALAPA,BASE,163.54,9.69,0.34,0.14
13_BASE,5087,13,XALAPA,BASE,640.35,2.15,0.00,0.00
13_BASE,5088,13,XALAPA,BASE,456.59,0.06,0.00,0.00
13_BASE,5089,13,XALAPA,BASE,349.06,0.89,0.75,0.30
13_BASE,5090,13,XALAPA,BASE,655.39,4.74,1.57,0.63
13_BASE,5091,13,XALAPA,BASE,1210.49,1.37,0.26,0.07
13_BASE,5092,13,XALAPA,BASE,390.79,0.02,0.00,0.00
13_BASE,5093,13,XALAPA,BASE,421.95,0.80,0.00,0.00
13_BASE,5094,13,XALAPA,BASE,422.37,0.03,0.00,0.00
13_BASE,5095,13,XALAPA,BASE,314.99,8.89,1.41,0.57
13_BASE,5096,13,XALAPA,BASE,421.95,0.42,0.49,0.20
13_BASE,5097,13,XALAPA,BASE,705.21,1.95,0.00,0.00
13_BASE,5098,13,XALAPA,BASE,233.01,1.29,0.97,0.39
13_BASE,5099,13,XALAPA,BASE,224.21,0.07,0.00,0.00
13_BASE,5100,13,XALAPA,BASE,370.74,3.30,0.93,0.37
13_BASE,5101,13,XALAPA,BASE,1374.90,0.40,0.41,0.10
13_BASE,5102,13,XALAPA,BASE,293.23,0.00,0.00,0.00
13_BASE,5103,13,XALAPA,BASE,1245.54,0.00,0.36,0.09
13_BASE,5104,13,XALAPA,BASE,419.86,0.15,0.00,0.00
13_BASE,5105,13,XALAPA,BASE,667.23,1.95,0.00,0.00
13_BASE,5106,13,XALAPA,BASE,1376.73,0.00,0.60,0.15
13_BASE,5107,13,XALAPA,BASE,1251.45,0.00,0.33,0.08
13_BASE,5108,13,XALAPA,BASE,365.44,7.49,0.67,0.27
13_BASE,5109,13,XALAPA,BASE,388.68,0.21,0.00,0.00
13_BASE,5110,13,XALAPA,BASE,773.27,0.00,0.00,0.00
13_BASE,5111,13,XALAPA,BASE,480.88,0.24,0.00,0.00
13_BASE,5112,13,XALAPA,BASE,386.34,0.00,0.00,0.00
13_BASE,5113,13,XALAPA,BASE,1251.06,2.93,0.37,0.09
13_BASE,5114,13,XALAPA,BASE,1339.43,0.00,0.00,0.00
13_BASE,5115,13,XALAPA,BASE,1356.30,0.00,0.57,0.14
13_BASE,5116,13,XALAPA,BASE,391.38,3.51,1.43,0.58
13_BASE,5117,13,XALAPA,BASE,448.37,0.21,0.00,0.00
13_BASE,5118,13,XALAPA,BASE,418.01,5.13,0.28,0.11
13_BASE,5119,13,XALAPA,BASE,456.63,0.00,0.00,0.00
13_BASE,5120,13,XALAPA,BASE,257.79,0.81,0.21,0.09
13_BASE,5121,13,XALAPA,BASE,1209.36,0.00,0.36,0.09
13_BASE,5122,13,XALAPA,BASE,771.77,6.04,0.00,0.00
13_BASE,5123,13,XALAPA,BASE,1281.77,1.66,0.12,0.03
13_BASE,5124,13,XALAPA,BASE,396.84,0.23,0.05,0.01
13_BASE,5125,13,XALAPA,BASE,370.74,1.98,0.81,0.33
